Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
04/19/2002;Murder by Numbers;9307394;31874869;56643267;50000000;Original
07/08/2005;Murderball;57286;1531154;1722277;350000;Real Events
02/14/2007;Music and Lyrics;13623630;50572589;145021477;40000000;Original
07/29/2005;Must Love Dogs;12855321;43894863;58894863;35000000;Adapted
09/01/2006;Mutual Appreciation;13142;103509;NULL;30000;Original
01/09/2004;My Baby's Daddy;7548819;17321573;17322212;12000000;Original
09/19/2008;My Best Friend's Girl;8265357;19219250;34787111;20000000;Original
06/20/1997;My Best Friend's Wedding;21678377;126813153;298923419;46000000;Original
04/19/2002;My Big Fat Greek Wedding;597362;241438208;374890034;5000000;Adapted
01/16/2009;My Bloody Valentine;21241456;51545952;102754998;14000000;Remake
08/22/2003;My Boss's Daughter;4855798;15549702;NULL;14000000;Original
03/13/1992;My Cousin Vinny;7416751;52929168;NULL;11000000;Original
08/05/2005;My Date With Drew;85222;181041;NULL;1100;Real Events
01/12/2000;My Dog Skip;56943;34099640;35795319;7000000;Original
10/22/1964;My Fair Lady;NULL;72000000;NULL;17000000;Musical
02/12/1999;My Favorite Martian;11181043;36850101;NULL;60000000;TV
12/20/1996;My Fellow Americans;2860334;22331846;NULL;21500000;Original
02/12/2010;My Name is Khan;1944027;4046336;42355526;8470000;Original
09/29/1991;My Own Private Idaho;NULL;6401336;NULL;2500000;Adapted
06/26/2009;My Sister's Keeper;12442212;49200230;89053995;27500000;Adapted
10/08/2010;My Soul to Take;6842220;14744435;16727470;25000000;Original
12/09/1988;My Stepmother Is an Alien;2066980;13854000;NULL;16000000;Original
06/17/2005;My Summer of Love;90022;1000915;4951476;1700000;Adapted
08/06/1999;Mystery Men;10017865;29762011;33462011;68000000;Comics
10/01/1999;Mystery, Alaska;3102191;8891623;NULL;28000000;Original
10/21/1988;Mystic Pizza;1163939;12793213;NULL;6000000;Original
10/08/2003;Mystic River;640815;90135191;156835191;30000000;Adapted
10/15/2010;N-Secure;1166406;2595644;NULL;1600000;Original
06/16/2006;Nacho Libre;28309599;80197993;99197993;32000000;Original
03/18/1994;Naked Gun 33 1/3: The Final Insult;13216531;51041856;NULL;30000000;TV
03/23/2007;Namastey London;578224;1207007;6831069;8400000;Original
01/27/2006;Nanny McPhee;14503650;47279279;122540909;25000000;Adapted
08/20/2010;Nanny McPhee and the Big Bang;8407685;29197642;91558678;35000000;Adapted
06/11/2004;Napoleon Dynamite;116666;44540956;46140956;400000;Original
12/20/2002;Narc;63303;10465659;NULL;7500000;Original
07/28/1978;National Lampoon's Animal House;NULL;141600000;NULL;3000000;Original
11/19/2004;National Treasure;35142554;173005002;347405002;100000000;Original
01/01/1976;Network;NULL;23689877;NULL;3800000;Original
03/14/2008;Never Back Down;8603195;24850922;39319801;21000000;Original
09/15/2010;Never Let Me Go;111734;2434652;11509512;15000000;Adapted
10/07/1983;Never Say Never Again;10958157;55500000;160000000;36000000;Adapted
10/14/1994;New Nightmare;6667118;18090181;NULL;8000000;Original
12/09/2011;New Year's Eve;13019180;54544638;142044638;26000000;Original
05/07/2004;New York Minute;5962106;14018364;21215882;40000000;Original
03/01/1989;New York Stories;NULL;10763469;NULL;15000000;Original
06/22/1977;New York, New York;NULL;13800000;NULL;14000000;Original
01/13/2012;Newlyweds;4584;4584;NULL;9000;Original
01/12/2000;Next Friday;16918226;57176582;59675307;9500000;Original
08/21/1998;Next Stop, Wonderland;123055;3395581;3465703;1000000;Original
12/27/2002;Nicholas Nickleby;42864;1562800;NULL;10000000;Adapted
10/03/2008;Nick and Norah's Infinite Playlist;11311751;31487293;33544594;10000000;Adapted
12/22/2006;Night at the Museum;30433781;250863268;574480841;110000000;Adapted
05/22/2009;Night at the Museum: Battle of the Smithsonian;54173286;177243721;413054631;150000000;Adapted
10/01/1968;Night of the Living Dead;NULL;12000000;30000000;114000;Original
10/19/1990;Night of the Living Dead;2884679;5835247;NULL;4200000;Remake
04/10/1981;Nighthawks;2525360;14600000;19600000;5000000;Original
03/08/1991;Nikita;NULL;5017971;NULL;7000000;Original
04/04/2008;Nim's Island;13210579;48006762;94081683;37000000;Adapted
12/18/2009;Nine;257232;19676965;53508858;80000000;Musical
02/21/1986;Nine 1/2 Weeks;328804;6734844;NULL;18000000;Adapted
04/19/2002;Nine Queens;40724;1222889;12412889;1500000;Original
11/25/2009;Ninja Assassin;13316158;38122883;61622883;50000000;Original
12/20/1995;Nixon;2206506;13668249;34668249;45000000;Real Events
11/09/2007;No Country for Old Men;1226333;74273505;162984991;25000000;Adapted
07/27/2007;No End In Sight;31533;1433319;NULL;2000000;Real Events
12/07/2001;No Man's Land;22645;1067481;2684207;1000000;Original
07/27/2007;No Reservations;11704357;43107979;91665799;28000000;Remake
01/21/2011;No Strings Attached;19652921;70662220;149228078;25000000;Original
02/17/2006;Nochnoy dozor;86985;1502188;33913542;4200000;Adapted
03/16/2007;Nomad;14250;79123;NULL;40000000;Original
10/21/2005;North Country;6422455;18324242;25224242;30000000;Real Events
07/11/2003;Northfork;61481;1420578;1445140;1900000;Original
12/14/2001;Not Another Teen Movie;12615116;37882551;62401343;15000000;Original
01/09/2009;Not Easily Broken;5314278;10572742;NULL;5000000;Adapted
12/25/2006;Notes on a Scandal;NULL;17510118;49752391;27500000;Adapted
07/18/1997;Nothing To Lose;11617767;44480039;64594061;25000000;Original
01/01/1946;Notorious;NULL;24464742;NULL;2000000;Original
01/16/2009;Notorious;20497596;36843682;44475155;19000000;Real Events
05/28/1999;Notting Hill;21811180;116089678;363728226;42000000;Original
11/16/2001;Novocaine;418098;2025238;2522928;6000000;Original
10/08/2010;Nowhere Boy;52749;1445366;6545366;1900000;Real Events
03/07/2003;Nowhere in Africa;22070;6173485;NULL;6500000;Adapted
01/15/1993;Nowhere to Run;8203255;22189039;52189039;15000000;Original
09/08/2000;Nurse Betty;7145950;25170054;27732366;24000000;Original
07/28/2000;Nutty Professor II: The Klumps;42518830;123307945;166307945;84000000;Remake
12/22/2000;O Brother, Where Art Thou;195104;45506619;75763814;26000000;Adapted
01/01/2009;Obitaemyy ostrov;NULL;NULL;15000000;36500000;Adapted
08/29/2008;Obsluhoval jsem anglickeho krale;53218;617228;7174984;4900000;Adapted
12/07/2001;Ocean's Eleven;38107822;183417150;450728529;85000000;Remake
06/08/2007;Ocean's Thirteen;36133403;117144465;311744465;85000000;Remake
12/10/2004;Ocean's Twelve;39153380;125531634;362989076;110000000;Remake
04/22/2010;Oceans;6058958;19422319;82522319;80000000;Real Events
11/04/2011;October Baby;34038;3101393;NULL;1000000;Original
06/10/1983;Octopussy;8902564;67900000;187500000;27500000;Adapted
02/19/1999;Office Space;4231727;10827813;12827813;10000000;Original
11/25/2009;Old Dogs;16894511;49492060;96792060;35000000;Original
02/21/2003;Old School;17453216;75155000;86325829;24000000;Original
09/23/2005;Oliver Twist;68447;2070920;26670920;65000000;Adapted
02/18/1994;On Deadly Ground;12679573;38590458;NULL;50000000;Original
12/18/1969;On Her Majesty's Secret Service;NULL;22800000;82000000;8000000;Adapted
05/28/2004;On the Down Low;802;1987;NULL;10000;Original
10/26/2001;On the Line;2307063;4365455;4690802;10000000;Original
05/16/2007;Once;61901;9445857;18997174;150000;Original
07/07/2006;Once in a Lifetime: the Extraordinary Story of the New York Cosmos;9805;144601;206351;1000000;Real Events
09/12/2003;Once Upon a Time in Mexico;23424118;56330657;98156459;29000000;Original
08/19/2011;One Day;5079566;13843771;42843771;15000000;Adapted
11/19/1975;One Flew Over the Cuckoo's Nest;99761;108981275;NULL;4400000;Adapted
01/27/2012;One for the Money;11515790;26374105;NULL;42000000;Adapted
08/21/2002;One Hour Photo;321515;31597131;52223306;12000000;Original
10/13/2006;One Night with the King;4106862;13395961;NULL;20000000;Adapted
09/18/1998;One True Thing;6606455;23337196;26708196;30000000;Adapted
10/23/2009;Ong bak 2;26564;102458;7583050;15000000;Original
11/22/2006;Opal Dream;2716;14443;NULL;9000000;Adapted
08/15/2003;Open Range;14047781;58331254;68296293;26000000;Adapted
09/29/2006;Open Season;23624548;85105259;189901703;85000000;Original
08/06/2004;Open Water;1100943;30500882;55116982;500000;Original
01/11/2002;Orange County;15053226;41059716;43308707;18000000;Original
09/19/1980;Ordinary People;170335;52302978;NULL;6000000;Adapted
10/23/1998;Orgazmo;210073;582024;627287;1000000;Original
08/03/2001;Original Sin;6402741;16521410;NULL;26000000;Adapted
01/30/2004;Osama;NULL;1127331;1971479;500000;Original
12/31/1997;Oscar and Lucinda;83461;1612957;NULL;12500000;Adapted
08/10/2001;Osmosis Jones;5271248;13596911;NULL;70000000;Original
12/14/1995;Othello;29097;2844379;NULL;11000000;Adapted
08/26/2011;Our Idiot Brother;7011631;24814830;NULL;5000000;Original
11/21/2001;Out Cold;4531665;13906394;14786394;11000000;Original
12/18/1985;Out of Africa;3637290;79096868;258210860;31000000;Adapted
06/26/1998;Out of Sight;12020435;37562568;77562568;48000000;Adapted
10/03/2003;Out of Time;16185316;41083108;55489826;50000000;Original
03/10/1995;Outbreak;13420387;67823573;NULL;50000000;Original
01/23/2009;Outlander;59581;166003;1250617;50000000;Original
09/01/1999;Outside Providence;3370662;7309628;7824358;7000000;Adapted
02/01/2008;Over Her Dead Body;4025115;7570127;20717656;10000000;Original
05/02/2003;Owning Mahowny;33287;1011054;NULL;10000000;Adapted
10/15/1969;Paint Your Wagon;NULL;31678778;NULL;20000000;Adapted
06/28/1985;Pale Rider;9119111;41410568;NULL;6900000;Original
08/09/2002;Pandora's Box;85610;881950;NULL;800000;Original
09/25/2009;Pandorum;4424126;10330853;17033431;40000000;Original
12/01/2000;Panic;18006;779137;1425707;1000000;Original
03/29/2002;Panic Room;30056751;95308367;196308367;48000000;Original
09/03/2004;Paparazzi;6146262;15712072;16612072;20000000;Original
09/25/2009;Paranormal Activity;77873;107918810;196681656;15000;Original
10/22/2010;Paranormal Activity 2;40678424;84752907;177512032;3000000;Original
10/21/2011;Paranormal Activity 3;52568183;104028807;201571178;5000000;Original
05/04/2007;Paris, je t'aime;39242;4857374;NULL;13000000;Original
02/02/2007;Partition;NULL;NULL;NULL;10000000;Original
08/29/2003;Party Monster;15163;742898;894030;5000000;Real Events
12/25/1998;Patch Adams;25262280;135041968;202200000;50000000;Real Events
06/05/1992;Patriot Games;18511191;83287363;178100000;45000000;Adapted
03/18/2011;Paul;13043310;37412945;99849432;40000000;Original
01/16/2009;Paul Blart: Mall Cop;31832636;146336178;181770978;26000000;Original
10/20/2000;Pay it Forward;9631359;33508922;NULL;40000000;Adapted
02/05/1999;Payback;21221526;81526121;161626121;50000000;Adapted
12/25/2003;Paycheck;13462374;53789313;89350576;60000000;Adapted
04/29/1994;PCU;2129483;4333569;NULL;9000000;Original
01/28/2005;Peace, Propaganda and the Promised Land;1735;4930;NULL;70000;Real Events
05/25/2001;Pearl Harbor;59078912;198539855;449239855;151500000;Real Events
10/10/1986;Peggy Sue Got Married;6942408;41382841;NULL;18000000;Original
05/10/1980;Penitentiary;72000;287000;NULL;100000;Original
02/12/2010;Percy Jackson & the Olympians: The Lightning Thief;31236067;88768303;226467130;95000000;Adapted
12/27/2006;Perfume: The Story of a Murderer;37079;2223293;132180323;63700000;Adapted
04/21/1989;Pet Sematary;12046179;57469179;NULL;11500000;Adapted
02/15/2002;Peter Pan;11889631;48430258;109862682;20000000;Adapted
02/05/1953;Peter Pan;957256;87400000;NULL;4000000;Adapted
12/25/2003;Peter Pan;11139495;48417850;95255485;100000000;Adapted
04/07/2006;Phat Girlz;3109924;7061128;7301080;3000000;Original
07/05/1996;Phenomenon;24517121;104636382;152036382;32000000;Original
12/22/1993;Philadelphia;NULL;77324422;201324422;26000000;Original
04/04/2003;Phone Booth;15021088;46566212;97837138;11000000;Original
07/10/1998;Pi;31069;3221152;4678513;68000;Original
10/17/2003;Pieces of April;48422;2528664;3284124;300000;Original
08/06/2008;Pineapple Express;23245025;87341380;101549277;26000000;Original
12/25/2002;Pinocchio;1151463;3681811;31681811;45000000;Adapted
08/20/2010;Piranha 3D;10106872;25003155;83314723;24000000;Remake
05/25/2007;Pirates of the Caribbean: At World's End;114732820;309420425;960996492;300000000;SpinNULLOff
07/07/2006;Pirates of the Caribbean: Dead Man's Chest;135634554;423315812;1060615812;225000000;SpinNULLOff
05/20/2011;Pirates of the Caribbean: On Stranger Tides;90151958;241063875;1043663875;250000000;SpinNULLOff
07/09/2003;Pirates of the Caribbean: The Curse of the Black Pearl;46630690;305411224;658311224;125000000;SpinNULLOff
02/18/2000;Pitch Black;14015741;39235088;53182088;23000000;Original
11/20/2009;Planet 51;12286129;42194060;108005745;60000000;Original
07/27/2001;Planet of the Apes;68532960;180011740;362211740;100000000;Remake
12/19/1986;Platoon;NULL;137963328;NULL;6000000;Original
12/24/1999;Play it to the Bone;3366;8427204;NULL;24000000;Original
06/10/1995;Pocahontas;2689714;141579773;347100000;55000000;Real Events
07/23/1993;Poetic Justice;11728455;27450453;NULL;14000000;Original
07/21/2000;Pokemon 2000;19575608;43746923;133946923;30000000;TV
04/06/2001;Pokemon 3: The Movie;8240752;17052128;68452128;3000000;TV
11/10/1999;Pokemon: The First Movie;31036678;85744662;163644662;30000000;TV
03/23/1984;Police Academy;8570007;81198894;NULL;4500000;Original
08/26/1994;Police Academy 7;NULL;126247;3521422;10000000;Original
12/15/2000;Pollock;44244;8596914;10557291;6000000;Real Events
06/04/1982;Poltergeist;6896612;74706019;121706019;10700000;Original
06/10/1988;Poltergeist III;4344308;14114000;NULL;9500000;Original
05/29/2009;Pontypool;1541;3865;NULL;1500000;Adapted
08/14/2009;Ponyo;3585852;15090399;199090399;34000000;Original
02/11/2005;Pooh's Heffalump Movie;5805559;18098433;52858433;20000000;Adapted
02/28/2003;Poolhall Junkies;301856;563711;563711;4000000;Original
06/29/2001;Pootie Tang;1506233;3293258;NULL;3500000;Original
03/19/1982;Porky's;7623988;109492484;NULL;4000000;Original
05/12/2006;Poseidon;22155410;60674817;181674817;160000000;Remake
08/16/2002;Possession;1575214;10103647;14805812;25000000;Adapted
05/09/2008;Poultrygeist: Night of the Chicken Dead;10700;13804;NULL;450000;Original
10/16/1998;Practical Magic;13104694;46850558;68336997;60000000;Adapted
11/06/2009;Precious;1872458;47566524;63471431;10000000;Adapted
06/12/1987;Predator;12031638;59735548;98267558;18000000;Original
11/21/1990;Predator 2;8784943;28317513;54768418;35000000;Original
07/09/2010;Predators;24760882;52000688;127234389;40000000;Original
01/24/1997;Prefontaine;311253;590817;NULL;8000000;Real Events
03/16/2007;Premonition;17558689;47852604;81461343;20000000;Original
03/23/1990;Pretty Woman;11280591;178406268;432645872;14000000;Original
10/24/2008;Pride and Glory;6262396;15740721;43440721;30000000;Original
11/11/2005;Pride and Prejudice;2865017;38372662;120918508;28000000;Adapted
05/13/2011;Priest;14953664;29136626;81885439;60000000;Comics
03/20/1998;Primary Colors;12045395;39017984;NULL;65000000;Adapted
10/08/2004;Primer;28162;424760;565846;7000;Original
05/28/2010;Prince of Persia: The Sands of Time;30095259;90759676;335059676;200000000;Video Game
05/14/2010;Princess Kaiulani;186995;883887;NULL;9000000;Real Events
10/29/1999;Princess Mononoke;144446;2374107;150350000;20000000;Original
03/04/1988;Prison;NULL;354704;NULL;4000000;Original
10/10/1980;Private Benjamin;4739769;69847348;NULL;15000000;Original
03/02/2012;Project X;21051363;53442484;77642484;12000000;Original
04/29/2011;Prom;4712638;10130219;10266538;8000000;Original
04/11/2008;Prom Night;20804941;43869350;57109687;18000000;Remake
09/16/2005;Proof;193840;7535331;8284331;20000000;Adapted
12/08/2000;Proof of Life;10207869;32598931;62761005;65000000;Adapted
09/23/2005;Proud;NULL;NULL;NULL;1000000;Real Events
12/04/1998;Psycho;10031850;21541218;37226218;20000000;Remake
07/01/2009;Public Enemies;25271675;97104620;210379983;102500000;Adapted
10/14/1994;Pulp Fiction;9311882;107928762;212928762;8000000;Original
08/11/2006;Pulse;8203822;20264436;29771485;7500000;Remake
10/11/2002;Punch-Drunk Love;367203;17791031;24591031;25000000;Original
12/05/2008;Punisher: War Zone;4271451;8050977;10157534;35000000;Comics
02/06/2009;Push;10079109;31811527;44411527;38000000;Original
04/23/1999;Pushing Tin;3555032;8408835;NULL;33000000;Adapted
10/28/2011;Puss in Boots;34077439;149260504;548960504;130000000;SpinNULLOff
11/19/1982;Q;255000;255000;NULL;1200000;Original
11/14/2008;Quantum of Solace;67528882;169368427;591692078;230000000;Adapted
10/10/2008;Quarantine;14211321;31691811;41291811;12000000;Original
02/22/2002;Queen of the Damned;14757535;30307804;NULL;35000000;Adapted
05/15/1998;Quest for Camelot;6041602;22772500;38172500;40000000;Adapted
10/19/1990;Quigley Down Under;3853149;21413105;NULL;20000000;Original
08/04/2006;Quinceanera;95400;1692693;2522787;400000;Original
12/17/2010;Rabbit Hole;53778;2229058;3629058;5000000;Adapted
11/29/2002;Rabbit-Proof Fence;88352;6199600;16199600;7000000;Adapted
10/03/2008;Rachel Getting Married;293369;12796861;13326864;12000000;Original
01/14/2005;Racing Stripes;13920052;49772522;93772522;30000000;Original
10/24/2003;Radio;13303724;52333738;53293628;35000000;Real Events
01/30/1987;Radio Days;1522423;14792779;NULL;16000000;Original
02/21/1992;Radio Flyer;1932595;4651977;NULL;35000000;Original
11/14/1980;Raging Bull;128590;23380203;NULL;18000000;Real Events
06/12/1981;Raiders of the Lost Ark;8305823;245034358;386800358;20000000;Original
12/16/1988;Rain Man;7005719;172825435;412800000;25000000;Original
10/08/2004;Raise Your Voice;4022693;10411980;14811980;15000000;Original
08/07/1992;Raising Cain;6203835;21171695;NULL;11000000;Original
05/28/2004;Raising Helen;10985597;37485528;43340302;50000000;Original
03/28/2003;Raising Victor Vargas;33166;2073984;2811439;800000;Original
01/25/2008;Rambo;18203876;42754105;112214531;47500000;Adapted
05/25/1988;Rambo III;16745418;53715611;188715611;58000000;Adapted
05/22/1985;Rambo: First Blood Part II;25520843;150415432;300400000;44000000;Adapted
07/23/2010;Ramona and Beezus;7810481;26167002;27470511;15000000;Adapted
10/08/1999;Random Hearts;13012585;31054924;63200000;64000000;Adapted
01/27/2006;Rang De Basanti;701666;2197694;29197694;5300000;Original
03/04/2011;Rango;38079323;123257581;245504162;135000000;Original
11/08/1996;Ransom;34216088;136492681;308700000;70000000;Original
08/17/2001;Rat Race;11662094;56607223;86607223;48000000;Original
06/29/2007;Ratatouille;47027395;206445654;620495432;150000000;Original
03/19/1999;Ravenous;1040727;2062406;NULL;12000000;Original
10/29/2004;Ray;20039730;75305995;125305995;40000000;Real Events
04/07/2000;Ready to Rumble;5257778;12372410;NULL;24000000;Original
10/07/2011;Real Steel;27319677;85463309;271663309;110000000;Adapted
10/18/2002;Real Women Have Curves;183772;5853194;NULL;3000000;Adapted
01/01/1940;Rebecca;NULL;6000000;NULL;1288000;Adapted
07/01/2005;Rebound;5033848;16809014;17492014;45000000;Original
02/16/2001;Recess: School's Out;13455016;36696761;44451470;10000000;TV
10/15/2010;Red;21761408;90380162;196439693;60000000;Comics
11/20/2009;Red Cliff;13104;627047;119627047;40000000;Real Events
10/04/2002;Red Dragon;36540945;92955420;206455420;78000000;Adapted
08/19/2005;Red Eye;16167662;57891803;95555805;26000000;Original
11/10/2000;Red Planet;8721296;17480890;33463969;80000000;Original
06/28/1985;Red Sonja;284662;6905861;NULL;17900000;Adapted
03/05/2011;Red State;NULL;1065429;NULL;4000000;Original
01/20/2012;Red Tails;18782154;49709864;NULL;58000000;Real Events
11/16/2007;Redacted;25628;65388;765388;5000000;Real Events
08/26/2011;Redemption Road;19152;29384;NULL;2300000;Original
12/04/1981;Reds;2411083;50000000;NULL;33500000;Adapted
07/12/2002;Reign of Fire;15632281;43061982;82150183;60000000;Original
03/23/2007;Reign Over Me;7460690;19661987;20081987;20000000;Original
02/25/2000;Reindeer Games;8128356;23360779;NULL;36000000;Original
10/01/2008;Religulous;3409643;13011160;13136074;2500000;Real Events
03/12/2010;Remember Me;8089139;19068240;56506120;16000000;Original
09/03/2004;Remember Me, My Love;15378;223878;NULL;6700000;Original
09/29/2000;Remember the Titans;20905831;115654751;136706683;30000000;Real Events
06/03/1994;Renaissance Man;5557590;24172899;NULL;40000000;Original
10/19/2007;Rendition;4060012;9736045;27036045;27500000;Original
02/23/2007;Reno 911!: Miami;10273477;20342161;NULL;10000000;TV
11/23/2005;Rent;10016021;29077547;31670620;40000000;Musical
03/02/1984;Repo Man;95300;2300000;NULL;1500000;Original
03/19/2010;Repo Men;6126170;13942007;18195238;32000000;Adapted
10/06/2000;Requiem for a Dream;64770;3635482;7390108;4500000;Adapted
07/04/2007;Rescue Dawn;110326;5490423;7037886;10000000;Real Events
03/15/2002;Resident Evil;17707106;40119709;103787401;35000000;Video Game
09/10/2010;Resident Evil: Afterlife;26650264;60128566;295874190;57500000;Video Game
09/10/2004;Resident Evil: Apocalypse;23036273;50740078;128940078;50000000;Video Game
09/21/2007;Resident Evil: Extinction;23678580;50648679;146162920;45000000;Video Game
09/16/2011;Restless;15467;163753;2749614;8000000;Adapted
12/29/1995;Restoration;75514;4100000;NULL;18000000;Adapted
04/07/2000;Return to Me;7820836;32662299;NULL;24000000;Original
06/21/1985;Return to Oz;2844895;10618813;NULL;27000000;Adapted
01/01/1991;Return to the Blue Lagoon;NULL;2000000;NULL;11000000;Adapted
12/26/2008;Revolutionary Road;189911;22911480;76989671;45000000;Adapted
12/29/1995;Richard III;91915;2684904;4204857;9200000;Adapted
12/21/1994;Richie Rich;5830302;38087756;NULL;40000000;Original
11/24/1999;Ride With the Devil;64159;630779;NULL;35000000;Adapted
07/09/2004;Riding Giants;134400;2276368;3216111;2600000;Real Events
10/19/2001;Riding in Cars with Boys;10404652;29781453;NULL;47000000;Real Events
09/12/2008;Righteous Kill;16288361;40081410;78481410;60000000;Original
04/15/2011;Rio;39225962;143619809;487519809;90000000;Original
08/05/2011;Rise of the Planet of the Apes;54806191;176760185;482860185;93000000;Remake
06/24/2005;Rize;1574787;3278611;4462763;700000;Real Events
05/19/1989;Road House;5957656;30050028;NULL;10000000;Original
07/12/2002;Road to Perdition;22079481;104054514;183354514;80000000;Comics
05/19/2000;Road Trip;15484004;68525609;119739110;16000000;Original
04/07/1995;Rob Roy;2023272;31390587;NULL;28000000;Real Events
05/14/2010;Robin Hood;36063385;105487148;322459006;210000000;Adapted
06/14/1991;Robin Hood: Prince of Thieves;25625602;165493908;390500000;50000000;Adapted
07/17/1987;RoboCop;8008721;53424681;NULL;13000000;Original
11/05/1993;RoboCop 3;4304829;10696210;NULL;22000000;Original
03/11/2005;Robots;36045301;128200012;260700012;80000000;Original
06/15/2012;Rock of Ages;NULL;NULL;NULL;70000000;Musical
09/07/2001;Rock Star;6018636;16991902;19317765;38000000;Original
07/07/2007;Rockaway;NULL;NULL;NULL;2000000;Original
12/20/1989;Roger & Me;84232;6706368;NULL;140000;Real Events
09/23/2005;Roll Bounce;7570366;17380866;17500866;10000000;Original
02/08/2002;Rollerball;9013548;18990542;25852508;70000000;Remake
09/07/2007;Romance & Cigarettes;18445;551002;3231251;11000000;Original
02/04/1994;Romeo Is Bleeding;1225737;3275585;3596834;10000000;Original
03/22/2000;Romeo Must Die;18014503;55973336;91036760;25000000;Original
11/01/1996;Romeo+Juliet;11133231;46338728;147542381;14500000;Adapted
09/25/1998;Ronin;12697641;41610884;70692101;55000000;Original
09/11/1998;Rounders;8459126;22921898;24000000;12000000;Original
06/13/2003;Rugrats Go Wild;11556869;39402572;55443032;25000000;TV
11/17/2000;Rugrats in Paris;22718184;76501438;103284813;30000000;TV
04/07/2000;Rules of Engagement;15011181;61322858;71719931;60000000;Adapted
02/23/1996;Rumble in the Bronx;9858380;32281907;36238752;7500000;Original
06/18/1999;Run Lola Run;123643;7267324;14533173;1750000;Original
03/28/2008;Run, Fatboy, Run;2340743;6003262;36743410;10000000;Original
07/30/1999;Runaway Bride;35055556;152257509;310138178;70000000;Original
02/24/2006;Running Scared;3381974;6855137;8345277;17000000;Original
10/20/2006;Running With Scissors;226108;6806898;8653599;12000000;Adapted
09/18/1998;Rush Hour;33001803;141186864;245300000;35000000;Original
08/03/2001;Rush Hour 2;67408222;226164286;347425832;90000000;Original
08/10/2007;Rush Hour 3;49100158;140125968;253025968;180000000;Original
12/11/1998;Rushmore;43666;17105219;19080435;10000000;Original
04/28/2006;RV;16414767;71724497;87524497;55000000;Original
08/08/2003;S.W.A.T.;37062535;116877597;207154748;70000000;TV
12/15/1995;Sabrina;5563259;53458319;87100000;58000000;Remake
04/08/2005;Sahara;18068372;68671925;121671925;145000000;Adapted
04/08/2005;Saint Ralph;4613;795126;1695126;5200000;Original
08/06/2004;Saints and Soldiers;129056;1310470;NULL;780000;Real Events
07/23/2010;Salt;36011243;118311368;295713467;130000000;Original
04/23/1986;Salvador;NULL;1500000;NULL;4500000;Original
07/15/2011;Salvation Boulevard;7208;28004;NULL;5500000;Original
09/03/2010;San qiang pai an jing qi;27330;190946;310946;12000000;Remake
05/28/2008;Savage Grace;22311;434417;968805;4600000;Adapted
01/12/2001;Save the Last Dance;27526443;91038276;131638276;13000000;Original
05/28/2004;Saved!;345136;8886160;10102511;5000000;Original
08/04/2000;Saving Grace;287452;12178602;27786849;4000000;Original
07/24/1998;Saving Private Ryan;30576104;216335085;485035085;65000000;Original
02/09/2001;Saving Silverman;7411852;19351569;25873142;22000000;Original
10/29/2004;Saw;18276468;55185045;103096345;1200000;Original
10/28/2005;Saw II;31725652;87025093;152925093;5000000;Original
10/27/2006;Saw III;33610391;80238724;163876815;10000000;Original
10/26/2007;Saw IV;31756764;63300095;134528909;10000000;Original
10/24/2008;Saw V;30053954;56746769;113146769;10800000;Original
10/23/2009;Saw VI;14118444;27693292;61259697;11000000;Original
03/23/2001;Say It Isn't So;2861903;5516708;NULL;25000000;Original
06/23/2006;Say Uncle;2485;5361;NULL;2000000;Original
12/09/1983;Scarface;4597536;44942821;NULL;25000000;Remake
07/07/2000;Scary Movie;42346669;157019771;277200000;19000000;Original
07/04/2001;Scary Movie 2;20503356;71277420;141189101;45000000;Original
10/24/2003;Scary Movie 3;48113770;110000082;155200000;45000000;Original
04/14/2006;Scary Movie 4;40222875;90710620;178710620;40000000;Original
12/15/1993;Schindler's List;656636;96067179;321307716;25000000;Real Events
02/12/1988;School Daze;1802656;14545844;NULL;6000000;Original
09/29/2006;School for Scoundrels;8602333;17807569;NULL;20000000;Remake
06/14/2002;Scooby-Doo;54155312;153294164;276294164;84000000;TV
03/26/2004;Scooby-Doo 2;29438331;84185387;181185387;25000000;TV
07/28/2006;Scoop;3046924;10525717;39375361;4000000;Original
08/13/2010;Scott Pilgrim vs. The World;10609795;31611316;48089760;85000000;Comics
12/20/1996;Scream;6354586;103046663;173046663;15000000;Original
12/12/1997;Scream 2;32926342;101363301;NULL;24000000;Original
02/04/2000;Scream 3;34713342;89138076;161838076;40000000;Original
05/12/2000;Screwed;3342085;6982680;NULL;12000000;Original
09/28/2007;Se jie;63918;4604982;65696051;15000000;Adapted
09/22/1995;Se7en;13949807;100125643;328125643;30000000;Original
12/31/2010;Sea Rex 3D: Journey to a Prehistoric World;NULL;5198114;14012244;5000000;Real Events
07/25/2003;Seabiscuit;20854735;120277854;148336445;86000000;Adapted
01/07/2011;Season of the Witch;10612375;24827228;93648493;40000000;Original
09/19/2003;Secondhand Lions;12139832;42070939;47902566;30000000;Original
03/12/2004;Secret Window;18237568;47958031;92958031;40000000;Adapted
10/08/2010;Secretariat;12694770;59699513;60239513;35000000;Real Events
09/28/1996;Secrets & Lies;$;13417292;NULL;4500000;Original
05/19/2006;See No Evil;4581233;15032800;15387513;8000000;Original
03/02/2001;See Spot Run;9715102;33357476;43057552;16000000;Original
11/12/2004;Seed of Chucky;8774520;17016190;24716190;29000000;Original
